Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income_Ratio,Account_Balance,Open_Accounts,Late_Payments,Loan_Duration,Loan_Purpose,Marital_Status,Dependents,Previous_Defaults,Loan_Default
21,77007.33163574139,18138.9203899504,748.3866389433636,31,0.20888391806917936,25579.35791403249,8,0,37,car,divorced,3,0,0
56,100712.6113484504,46427.62540776567,668.333563010453,5,0.3981097579991921,8405.777931837567,4,0,59,car,divorced,1,1,0
25,63082.30762832404,46179.49584235383,844.1789600979196,5,0.4276192048962991,19155.32386649172,6,1,37,education,married,4,1,0
42,51026.915083933825,22643.06238735676,751.7478719697751,21,0.46290252585766034,15770.346268395811,4,2,51,car,divorced,1,0,0
30,122966.594713121,24543.12962436337,585.6827698424922,2,0.5943253491143311,12674.23055967438,5,1,45,education,married,2,0,0
49,143614.94067379448,36612.370257076036,501.7837595606744,18,0.3340169112060468,24710.546746195356,7,1,26,personal,married,1,1,0
55,42052.85014343592,34834.81533795054,675.1851560318632,33,0.28465978993144725,42095.18377520122,8,3,39,car,single,2,0,0
55,48670.838926200944,22203.365673243305,624.621994843855,6,0.526103337576914,12870.842729932147,8,1,42,education,single,2,0,0
45,145201.51887032622,23640.991318445154,646.14282506515,15,0.18839545254265774,33326.776859100384,7,0,13,car,single,2,0,0
47,34534.10661746955,20661.752453969253,488.65647145606636,37,0.11851404863988638,13455.43846782402,4,0,33,home,married,0,0,0
20,147315.88038605667,15592.325312898854,535.800631313805,8,0.32179452676566656,7962.089233627841,4,1,52,personal,divorced,4,0,0
45,30557.337970198652,25616.226331586284,606.9531161898574,12,0.22360292726830108,47222.77335313284,2,1,46,car,married,3,0,0
20,134840.23867815977,35889.535935614316,761.6058710570137,33,0.29826270062754534,32028.551016172132,9,1,29,personal,single,1,0,0
62,66879.02171852994,38388.50173914318,719.5999047695967,36,0.5930416557231604,6125.215146559238,6,0,55,home,married,3,1,0
51,142630.6629812756,40049.314171518316,365.26072877653473,5,0.2742441151096262,31999.55587365747,3,0,43,personal,divorced,4,1,1
33,68033.43463627025,21862.940605390464,435.0548375106655,37,0.45398285419669016,9641.003768231472,3,0,46,personal,divorced,4,1,1
39,108516.75858408673,39408.619742823816,314.6617487131651,3,0.2252010048752325,44502.02771186279,1,2,58,personal,married,1,1,1
49,39603.908371912396,5293.234206134387,304.37831238107526,4,0.25171147188308773,13126.070017967133,2,0,17,personal,divorced,0,0,1
55,59079.57737444868,26467.247197259698,423.40650810413297,5,0.22157759673012886,40533.09624998144,5,0,15,personal,divorced,3,0,0
25,122841.5215775101,40725.698005971084,739.6265214051314,12,0.3860804351128755,10760.566452663843,9,1,41,education,single,0,1,0
25,93442.30244145836,33352.0124288609,797.6112119959129,23,0.21305429309821686,28356.226084672347,3,0,23,education,single,2,1,0
23,141356.28741444537,26332.840586952847,515.4726012442289,27,0.45918205133088275,45704.10520905492,7,1,48,personal,married,2,0,0
31,81450.16900096252,34008.89029728572,609.7592281336732,12,0.4401370992678819,15504.128521190341,6,1,19,car,married,2,0,0
49,134377.48389767075,45812.570141689874,688.3289310754594,17,0.3106348379947015,4988.469345373216,3,1,32,education,divorced,4,0,0
52,83874.65249738851,30487.181027459334,824.1151845884496,6,0.11278851051890273,28077.00652926509,4,0,42,personal,divorced,0,0,0
27,147509.79344423825,40990.37861570478,802.1127305135874,3,0.11132556611318409,9444.198085879063,5,1,33,personal,divorced,4,0,0
20,145180.12576786522,49133.42263513389,331.45576685975897,30,0.3664034085544666,36688.890214605555,2,1,25,car,married,0,0,1
29,69496.40466672964,36750.569093400496,436.4912137651045,23,0.5195994142783452,29950.2365139605,8,0,20,education,single,1,1,0
66,136310.84045001637,30799.659375007857,327.0294991753474,21,0.3994368356879948,17972.380343408204,7,3,44,education,divorced,4,0,1
48,131713.3649058779,6686.8676206403115,639.0983315439782,20,0.3178252307925371,35577.00737139919,9,1,27,home,married,2,0,0
46,55281.64767930754,21851.50542145644,690.7713240599514,25,0.5410594167412462,12687.870789052815,8,2,29,car,married,2,1,0
22,104914.84809399236,30444.923008180325,469.5558767960813,29,0.198497724513389,45934.79153591775,7,1,27,car,married,4,0,0
69,38721.87787077778,40874.29572677146,769.618549473268,34,0.2797122146581519,17997.513605175292,9,1,41,car,married,3,0,0
42,130405.2864700154,24714.71553414093,549.0470127263237,22,0.3826547259353067,38385.43763304221,5,0,55,car,married,1,0,0
58,50945.50602041958,48202.622409414806,849.1098333033569,39,0.24583473457419305,13667.447843491158,3,1,23,car,single,2,1,0
48,38497.764166291745,17230.71886806537,300.2198309241287,29,0.5988562409299907,36026.4419388236,6,1,25,car,divorced,1,0,1
38,78026.29146465735,38505.52378446424,360.21933963020615,18,0.32616045846762254,2544.941371743505,9,2,51,car,divorced,3,0,1
37,99230.65663195722,23856.413768785736,465.9862836144372,31,0.12586111167057604,15480.375535262037,6,0,48,personal,divorced,4,0,0
56,132590.03502717253,26869.482255465766,314.02917887454225,18,0.1880417093762108,5551.623003371763,3,2,41,home,married,1,0,1
39,146909.1030626084,41112.591523944815,730.2867017560379,21,0.36624043413734186,23109.805598728202,2,1,32,home,single,0,0,0
21,82739.10150838364,18329.68677432675,329.02448332920795,3,0.3750280998428046,22320.29169088203,5,1,17,education,married,0,0,1
30,37253.63075823242,9356.542546781442,711.938798311605,11,0.5920721335973472,18591.400435281495,8,0,35,personal,married,3,0,0
62,119893.86948310448,28411.50130760422,328.9126523342522,14,0.39998320921313435,49077.22063753231,8,1,24,car,single,0,0,1
59,97820.79074687249,28795.757531168696,438.9999955591751,14,0.4333136601796088,12960.436809155563,1,0,57,personal,single,2,0,0
67,83746.96138133557,40872.549750141814,762.7022486121913,9,0.2068613849671009,39761.50517256812,3,1,39,home,single,0,0,0
66,67112.26545506276,48574.36428044458,823.1024118307483,18,0.15343244081752253,22924.909919731515,5,0,28,car,divorced,2,0,0
37,90287.82334122428,7488.530884775678,527.9894884632818,7,0.4010050040740438,17405.71346295565,1,1,21,personal,divorced,2,0,0
69,70641.55253484371,31626.0263184399,833.4664303719032,30,0.5324399883015517,10969.868479317227,6,3,24,education,single,2,0,0
30,120841.42412968323,35657.53386416599,644.7845080671984,8,0.3936864758951091,32036.790856385454,4,1,54,personal,married,2,0,0
34,95267.24357911693,49361.060783683475,528.7093173381122,28,0.32139160909231024,17350.22831474895,9,1,44,car,divorced,0,0,0
53,135221.73289849344,47416.55964246102,741.5407391823543,6,0.38910332066081454,40833.01922178532,2,0,18,car,single,3,1,0
50,95225.26975793304,37060.28441203899,462.43068607711064,7,0.33438578924286044,48454.77758572066,5,0,48,car,single,2,0,0
18,58591.4896007916,28480.523506000965,446.1879437481201,16,0.17094078800765858,12129.44667614765,5,1,16,personal,divorced,3,1,0
32,132131.02586785733,12268.576503466757,661.1012223010908,14,0.4705922126264508,7304.848905754229,6,1,44,personal,single,3,0,0
30,96866.28539160527,22287.944984198784,514.7680490824522,15,0.36651908173233627,16460.372258922802,5,2,45,personal,single,4,1,0
34,54820.92457722735,31330.504627571947,374.75491481973876,6,0.29966143802907785,23888.476585718778,9,0,25,car,married,3,0,1
41,104820.93719474666,37634.017846808914,336.83032940944986,18,0.3798192510210031,15747.373981513272,1,1,32,home,divorced,1,0,1
25,72926.01179309131,33592.980086560055,733.3134169366625,37,0.22061347722666744,48552.87349668512,8,0,29,personal,single,2,0,0
67,131328.6734750479,37135.526082248354,671.7509024912895,24,0.31397885773521617,39180.8803443529,6,0,25,home,married,3,0,0
44,84395.96863758515,24311.862704835396,526.4890235336318,11,0.4112226005018641,48340.89591907151,9,2,38,car,married,4,0,0
62,117172.96297289,37743.228075695406,792.9251993440812,31,0.21309678683361602,19288.757908441003,7,0,50,car,divorced,4,0,0
40,41464.34491634846,11468.356520887364,525.9712138434297,9,0.4744975423322825,15929.068188916171,3,1,49,car,divorced,1,1,0
63,77522.92155628154,12316.38402934011,690.662509305961,23,0.3605054559282933,20960.763856722144,8,0,59,car,divorced,4,0,0
25,147988.97237668786,12327.446562325826,800.0134013640111,3,0.5308533552092579,26618.83627303774,3,0,37,education,married,2,0,0
25,127015.2347372578,45088.923066609925,762.393502289644,36,0.5236182888482099,37336.20495276217,3,0,39,car,married,4,0,0
43,49192.896284031434,8421.532848888552,581.1076269867684,38,0.3472585218596852,44173.99187971953,4,1,12,personal,divorced,1,0,0
64,63331.68593727061,41067.876773006414,674.350015845703,3,0.1977328053160929,23695.81389357105,3,0,24,home,divorced,2,0,0
30,69577.89706276334,15510.690412103171,527.516177200053,35,0.46832089330504634,15169.757851996972,6,1,46,car,single,0,0,0
56,108043.86725945349,26079.34732228628,655.9584447617626,36,0.3093390678416479,16623.482143417612,7,4,33,car,divorced,2,1,0
54,120839.37113875867,46218.04679595551,441.6538410899677,24,0.39731374172624856,35150.4646598553,3,0,56,education,divorced,3,0,0
66,119943.19305694917,31367.1753359378,539.1081625732543,29,0.15363264508696942,28810.343665583314,3,3,14,car,divorced,0,0,0
45,91184.88675676833,14455.295880456137,415.25015568101145,0,0.4157919947579961,24838.2124178856,7,1,58,personal,married,3,1,1
42,127298.46454057815,17784.05271434632,321.00172397375144,28,0.2867752444725622,10935.929860032527,9,0,32,personal,divorced,3,0,1
33,82449.36993089701,46420.09807531036,623.6969178164547,15,0.2670948748592472,43897.328687446265,3,1,12,education,divorced,3,1,0
19,44865.66783546743,24221.476629949026,775.4361399429388,36,0.5899577893889006,39270.0019278629,6,1,46,car,divorced,1,1,0
35,97733.02099845759,31414.346735305524,314.0680510427553,36,0.31621532138012365,7891.29148522225,5,3,49,personal,divorced,1,0,1
34,144276.1661521328,25696.948848142492,407.8163574011128,6,0.4390191890578671,19002.034275504695,8,2,21,home,single,2,0,0
47,125159.23816710136,22029.71396218023,553.101782598731,39,0.4138637677869206,27564.472588305678,9,1,35,personal,married,1,1,0
56,99444.07772306909,15047.560711958087,666.2432492632392,32,0.15215177544257882,23262.59251580507,8,1,58,education,single,4,1,0
30,107616.67924189163,35878.61752180709,394.1760565184375,21,0.47396376853215805,20491.996098149182,1,0,19,personal,divorced,4,0,1
49,141667.4432442687,37320.89118224542,331.1821559338434,26,0.2615796017167883,36222.76298046594,7,0,15,personal,single,3,0,1
67,81401.13533219526,17369.82912233298,585.4767947497891,28,0.4994697745983675,3670.6717076540353,8,0,45,car,divorced,2,1,0
46,69767.29667311648,40505.48793746737,750.2903421815198,15,0.4038203913076912,24099.106617171154,5,2,43,car,single,4,0,0
63,147268.98780005387,43454.08401357558,319.3792001220242,20,0.25854574497674476,13846.902829090468,4,2,55,personal,single,0,0,1
47,133613.17602124,46430.37933078337,492.15319769746424,10,0.27814648016553545,5146.300876503189,7,1,36,home,divorced,1,1,0
35,68765.2301542323,12254.558626326647,664.9331085363344,20,0.46575368483318036,23779.470742145313,6,0,42,home,married,3,1,0
30,85653.67168331073,18676.565762596987,371.90810335635683,8,0.3750296575614409,9397.065862457868,2,0,49,home,married,1,1,1
60,79809.37548093588,43715.9006376663,429.7707272910162,26,0.43417552033565765,13652.989812620222,9,2,21,car,divorced,2,0,0
38,47891.48144057207,13934.309127255228,594.5209540824463,38,0.17915916053759415,25843.42774599372,3,1,46,personal,married,3,0,0
47,144938.31885759108,5156.080665957292,824.2774330003199,21,0.4934883361142093,48711.74001670825,1,0,51,personal,divorced,3,0,0
38,78517.49174637106,44187.228961323555,458.03844003406584,14,0.2601956594575173,34528.49533337424,3,1,24,personal,single,1,1,0
65,135039.48991654895,19690.22487881162,568.1400816713907,22,0.40993063357883663,14701.468109684412,1,0,25,home,single,3,0,0
34,52722.74732167981,23652.38863125275,519.96197468543,28,0.15733991262100436,19737.89657619345,7,2,15,home,single,3,0,0
57,95744.49727646637,25085.031157428708,793.5681696165441,38,0.26071012057848353,20900.524463727885,6,1,47,education,divorced,0,0,0
36,32875.36621491238,43172.35703002528,339.5394252171136,15,0.42443364653332094,8528.24354387448,8,1,14,education,single,3,0,1
69,121706.45806107702,20205.146506705718,611.3811752374204,2,0.2371030661451253,8872.055254124356,4,1,14,car,divorced,1,0,0
32,99709.66778955341,45152.59486354168,765.3658345544692,15,0.5401560983749085,8271.34145088086,6,1,14,home,married,4,0,0
26,105070.75001637032,32762.26121216216,843.4646673844254,7,0.4306141997217102,26561.54274910893,3,0,59,personal,divorced,3,0,0
69,36206.505906558414,28727.90258151579,684.299023636994,25,0.5351391966483978,34035.1182502457,4,1,19,home,married,2,0,0
27,55324.59962503385,19652.65282073581,508.9645116165885,8,0.29769535112556034,29945.313545930505,6,1,58,car,divorced,3,0,0
61,38919.70468242962,15967.026332653362,526.5033938936691,34,0.1169925713123375,48910.59208721408,5,1,38,home,divorced,3,0,0
48,64669.71789645741,33082.62992498069,493.42522085852016,6,0.38806998167755136,7167.854040624941,2,1,20,home,married,3,1,0
40,105292.68092185812,25110.237202545926,631.9872048938244,7,0.2695967513626861,49337.245908835,9,0,17,education,divorced,0,0,0
69,97942.31811808502,45973.220446940286,706.673173895038,34,0.3240941879611766,23867.022760506705,2,1,31,personal,single,2,0,0
47,103457.97859360684,27123.74222513224,750.707159973912,38,0.44055510696137445,11713.006601079747,8,1,47,home,married,1,0,0
50,95910.15256534732,28030.7712515536,529.1262103257445,35,0.4503323335354359,47220.7604742821,5,0,21,home,married,3,0,0
69,62763.45548110313,23752.547651120036,694.1896762424716,5,0.1137782074329077,23962.05219708504,7,0,39,car,single,1,0,0
26,59340.89968133102,40516.83486460782,803.922425616377,6,0.48465133641980673,18020.0008053155,6,1,15,home,married,0,0,0
64,46447.16202438975,24117.763914917166,806.4536369478878,11,0.3467594574780395,11476.695087079874,2,0,13,car,divorced,3,0,0
18,131888.50498841907,17120.38998873897,687.2159514930534,38,0.378349386662275,14125.897104674305,4,1,49,car,single,0,0,0
61,103977.52302494933,43791.38934320794,650.2962060468949,0,0.24899709259492628,48981.75600113375,9,4,12,car,divorced,0,0,0
52,52381.321500487174,31857.269961435813,592.3393415387537,24,0.3104168930002905,15894.698555333942,7,0,54,personal,married,4,0,0
28,51265.125578548745,31617.959889605077,400.75871750017075,11,0.4551875669896659,48912.49026422065,1,1,14,home,single,4,0,1
51,134764.2721831364,32486.999322376694,367.9963089329801,26,0.4883569014721293,17180.534343992273,4,2,16,home,married,4,0,1
33,119127.70365159832,37347.78866925501,567.1410537341592,22,0.29355309058398904,12339.504813839534,3,0,19,car,divorced,2,0,0
26,109127.88958864457,19088.059519065508,387.69428591410264,18,0.44555876632566505,9984.844962190518,1,0,27,education,single,0,1,1
49,78823.69290471598,6522.996687485128,617.3499591181348,20,0.22902175084421902,21180.870758425855,5,1,23,home,single,1,0,0
32,61437.067713422104,41476.69223946543,655.13650166567,20,0.5160113325887576,12603.515978216332,9,1,31,education,divorced,4,0,0
29,147534.09157353884,10800.727424673685,589.0885786360225,23,0.40490711945368263,35149.960227525604,4,2,25,car,divorced,2,0,0
50,125668.74900273602,37481.88817447449,320.03469188193753,12,0.48759325803344755,12748.815032834944,2,1,39,education,married,3,0,1
62,66213.50677635317,8704.188422929794,331.7503773412827,35,0.3385774261589237,41934.44540489559,7,0,44,car,single,4,0,1
31,131707.77555341937,21888.852891282146,362.337651574817,14,0.21455464249097764,41866.55166592018,8,0,54,personal,married,3,0,1
25,121071.83383376178,7836.173142419221,384.50519274358646,0,0.31461555665682195,14990.79232835524,2,0,53,personal,married,3,0,1
25,65649.66598535981,28499.615583247607,844.4354375731333,33,0.29074269723916035,37923.46639385466,9,1,57,home,married,3,0,0
44,81186.34250899676,34391.10977517088,489.4722592747173,30,0.26635827172007953,43019.747922993214,8,1,58,car,married,4,0,0
29,52314.413446923194,12714.491353018475,460.5853555027074,31,0.20608687387073918,29916.509352920184,4,2,58,education,single,0,0,0
18,43326.293325373124,21723.242829728093,328.74664961532596,35,0.4795835709399031,18950.28813233869,4,1,35,personal,married,2,0,1
60,116731.44394076361,46860.77709693741,649.4262148770781,28,0.14317583066028025,22607.392148921277,5,1,13,education,divorced,2,0,0
57,62101.422882463994,24907.510269835555,658.7049318222043,9,0.543780464942917,39525.21438670431,1,0,49,personal,married,0,0,0
59,128407.12388955044,41114.46060394505,396.4967792682656,20,0.18751236144887676,15372.555735843893,7,2,52,home,single,4,0,1
68,149473.04538173112,46723.31352770941,805.5828475085373,35,0.5899368259257707,17388.654384433506,4,2,17,car,single,0,1,0
28,39194.37767155784,48845.56212397789,740.2714506273201,23,0.5942340240435372,8878.432476634685,1,2,44,personal,single,3,0,0
56,86764.21501004403,45424.49088611162,426.67562424412944,26,0.2991935206205759,20553.567747637127,4,1,16,personal,divorced,3,0,0
60,126247.50711729637,19283.23981215361,567.2173520040956,20,0.5939105363161314,5239.24148022481,4,0,55,car,single,4,0,0
48,124674.10758494803,48315.779877253684,552.1149709093675,17,0.5345342586403632,16730.687608466462,1,0,35,home,married,2,0,0
34,121199.65899971622,41557.78587857211,491.68624438827646,3,0.1412151384733328,19300.489666444995,9,0,39,car,single,0,1,0
50,71879.39223622932,42672.90126377695,749.6990920540873,17,0.5736642818143091,13518.477488782473,8,0,59,car,single,0,0,0
49,84462.39068220629,5682.784287732565,360.09546709163305,8,0.12125719295229712,5966.547837614419,9,0,44,home,divorced,0,0,1
46,101396.20288097643,47940.748849323216,528.422831905286,29,0.1909571468695536,26561.694885516197,7,1,29,personal,married,2,0,0
38,146872.87002879084,40014.06007319333,535.4171218020693,34,0.39229777042333713,43388.97731801807,5,2,36,personal,divorced,0,0,0
38,69305.67251261914,39558.537342855496,557.7990825377988,29,0.1403685892000068,17446.59254422305,7,1,48,personal,single,0,0,0
57,140777.26652602293,8668.61289178638,773.7424951042458,38,0.18086387849468447,12603.276999586797,2,1,40,personal,divorced,4,0,0
40,62322.830181659294,15465.584348299906,419.9917786108257,5,0.5767458935561194,14966.872666834668,7,2,24,education,married,2,1,1
23,148688.93585684453,48301.77493120546,356.60774543175,13,0.5973439424438041,43232.4718839076,4,1,27,car,married,0,0,1
39,110431.64241931101,27530.468366246434,639.7946545516095,28,0.4990682708901486,26862.571890782085,5,2,24,personal,married,1,0,0
67,85621.37764302612,22903.610820676524,395.60896123792594,31,0.35760469573235143,7408.727212267963,7,1,31,car,married,4,0,1
55,103606.85136763258,42797.33677161112,341.2126472200409,13,0.5501504678458377,35751.86080371766,2,1,14,personal,married,0,1,1
54,62703.74028482482,8930.318635127494,534.6570713140794,19,0.15594938544178436,8564.077728439024,5,0,49,home,divorced,4,0,0
62,62900.86290137599,23762.39073219767,420.8055369719775,8,0.5714459346225045,3951.975744169596,2,0,54,personal,married,3,0,0
68,43626.54526121926,21906.53484899376,498.669140377391,11,0.27577646372771614,13528.558948397946,6,1,50,car,divorced,0,1,0
25,43686.03572464785,20743.312416367677,442.8410940563516,13,0.5307446956165972,9236.418796321526,8,0,25,personal,single,0,0,0
58,71720.60897626936,18846.15096438829,350.9500544978787,22,0.43418670299269546,30644.876244358737,7,2,23,education,married,0,0,1
66,121542.6573475646,14453.373055553511,608.1909616083109,33,0.580137152027861,24743.75395966205,5,2,44,education,divorced,2,0,0
52,102956.5401117795,12780.986134573499,314.86012992171715,15,0.5323389738979091,36479.162974150495,3,0,28,personal,single,4,0,1
68,42310.1472397225,33818.27526138534,831.5064413969197,17,0.543948906775453,26066.981462752046,4,0,29,personal,married,0,0,0
28,132268.38299710932,46372.76785439053,487.73178695423144,39,0.41587717806001523,21531.290825259995,2,0,54,home,married,0,0,0
41,102164.11523880796,27898.324036244667,682.3366307693921,32,0.5165792654881379,26784.715831449408,6,1,23,home,single,4,0,0
66,145302.66921417357,18408.85485559899,745.6995799010974,4,0.47856557538066924,22289.819541301116,8,0,56,car,married,2,1,0
38,110422.25608934491,12162.208897500186,453.5076375467553,38,0.18081156545194363,2817.2578017879364,8,0,37,car,single,1,0,0
68,51020.98364450172,42356.45142736674,711.8062900105375,9,0.42429844567662156,34354.25653681576,9,2,39,home,single,3,0,0
19,86854.00347693867,48717.14254129462,757.8314704835902,21,0.17408777326007932,48144.38598450831,5,1,24,personal,married,4,0,0
57,107819.7117056645,20711.993066053335,432.7244785963874,32,0.5347280609427649,21679.644294766273,6,2,48,personal,single,4,1,1
36,33391.764125997324,18092.7691498458,845.87207229284,30,0.13297489966998424,21762.916204634286,2,0,23,car,single,1,0,0
56,31789.231698576947,32067.18288387236,311.37877556314913,5,0.5935233350966377,3242.675053225081,4,0,15,home,married,0,0,1
45,45528.36007182815,39889.804142904155,419.3502641295476,35,0.30031333306885577,44628.575149650664,3,3,31,personal,divorced,1,0,0
34,60199.73220545649,25493.126159734897,729.011415952346,2,0.1853146768507178,46526.94798568356,9,0,21,education,divorced,0,1,0
23,81545.89482248106,33353.29174374271,406.7720637806641,3,0.5678374918306115,40843.816782693015,6,2,56,personal,single,0,0,1
36,88492.85685117461,37244.708061048135,684.0429248184136,26,0.12271299311492398,6210.928105550978,6,1,58,education,single,0,1,0
55,46563.313072547615,48226.652953528064,770.541722740597,37,0.33505281725449176,45110.960376543015,4,0,21,education,single,2,0,0
45,110806.9894938997,12426.679873403753,827.5678499488431,24,0.48511356396225136,2173.8275063570018,6,1,50,car,divorced,1,0,0
19,101536.56740358418,49882.21222214163,560.8361334701483,36,0.25837523771585047,22784.14183857913,1,1,39,personal,married,2,0,0
55,65335.69186093922,22647.049485855296,834.1100176401645,26,0.3644173349514006,25530.55905096833,9,2,23,home,married,2,0,0
54,31639.18601223504,37544.00642269492,526.3922631749233,35,0.450206508156901,41866.1029502906,3,1,33,personal,divorced,1,0,0
68,39317.749842394885,30758.647008784876,419.9704218209122,35,0.5759882105006604,37792.10145924458,5,0,32,education,divorced,1,1,1
69,77003.37306130072,26900.087765397806,582.6570191965989,6,0.15135131963551499,40057.747928494406,7,0,56,personal,married,0,0,0
21,48476.92213988207,36413.39159292139,657.4027843713209,29,0.17861335185745988,43527.14652831136,2,1,26,car,single,4,0,0
39,75218.3527377565,22808.92326006178,551.8798238274691,28,0.3544354475970335,24327.47510414356,4,1,27,home,married,4,1,0
43,105381.91254124262,10674.949160156288,611.8348441817354,39,0.3092374805750234,39232.3653223414,6,1,50,car,married,3,0,0
66,95668.49134551402,27000.20224045579,529.0250532499538,4,0.30539808034183324,4333.621625866507,1,2,13,personal,single,0,0,0
60,57741.105976487306,28486.214180704337,588.6190747116874,5,0.2484807514680766,22782.774714776402,6,1,26,education,married,1,0,0
53,71258.69895105029,14085.596902997266,823.9276195706088,6,0.3803423992544781,2476.501068612414,5,4,26,home,divorced,4,0,0
30,103683.74381383807,47102.87103478957,574.9071338949826,38,0.5416441680828581,45850.43820061111,2,0,34,home,married,3,0,0
69,133302.60336521384,15236.404099083107,439.24879804509317,31,0.18046217026893194,47962.27531569312,6,1,29,car,divorced,4,0,0
49,120385.61264866526,23415.241733784398,717.3106418319139,14,0.20764316474787883,5113.013954119976,5,1,40,personal,married,2,0,0
34,96408.00322000979,11971.835908012548,485.67145177985213,12,0.43541174889979284,27098.705575980264,1,2,54,home,divorced,0,0,0
58,73475.15979797835,29110.849078412484,748.9139439517648,17,0.1280988271436521,16931.840710506585,6,0,44,home,married,0,0,0
53,73806.15330501666,18843.692364504037,331.26309394113684,9,0.4368820997815033,17784.179948481025,7,0,40,personal,divorced,2,0,1
63,135530.07723172754,27017.26339892378,482.69788740978026,39,0.2572280754316687,23084.30300739875,9,0,48,personal,married,3,0,0
36,34709.22912486557,15107.761240619086,351.8979495433517,10,0.2789269657000075,7128.232297472985,2,1,28,car,single,1,0,1
52,148557.91733043132,7419.880757692208,346.9248033352073,39,0.30277468691145015,9857.73974041172,6,2,37,home,single,1,0,1
63,109725.04930218747,40065.19929870149,662.1142575448405,39,0.2747937807458575,29291.064346269293,6,0,54,personal,single,2,0,0
57,111736.52388868686,33848.88277818463,511.9341407444841,1,0.5206048106397662,1919.0395624369257,1,1,20,education,single,2,0,0
45,34559.74047656906,20333.27100699558,779.3134180918119,26,0.5730342287001545,30390.250078695834,8,2,32,personal,married,0,0,0
18,102663.51298695266,7137.240110704501,584.022825830441,7,0.3740057376580942,16626.942201546797,5,0,51,personal,single,4,0,0
59,88173.36721085364,43950.87782137044,462.4387716447555,37,0.3909392494174697,41778.114325396076,2,0,12,education,divorced,3,0,0
35,42693.46882728804,12640.77522210557,696.4888883792071,15,0.13524155400671758,30400.318878705508,5,4,20,car,divorced,3,0,0
65,63350.64129232309,46883.39982266426,643.2092353721348,23,0.4565959641805003,35696.46883489643,4,0,57,education,single,4,0,0
57,136837.73474563815,26536.79203681813,739.7770414560619,22,0.39204943648204205,6606.83388065932,7,0,38,personal,single,1,0,0
50,95998.60990391434,20317.40194588177,653.9735519880367,13,0.12519726190380018,14027.25586940274,8,1,25,personal,single,3,0,0
29,79609.98902086905,38379.176460093375,391.8573794044062,26,0.19921283353585165,49836.81083962979,1,2,47,education,divorced,0,0,1
25,38721.85870089731,44457.773273383355,668.6705207168864,9,0.20097171019628138,22248.960098551965,1,1,42,education,married,2,0,0
41,115694.58328827667,21682.11036405698,515.3520586886957,27,0.18548397597167962,18584.395060886272,8,0,57,home,single,4,0,0
33,114342.0988075239,23330.468847658427,554.7286666416625,24,0.4293229773113886,43818.91258988644,4,0,46,education,married,1,0,0
67,103685.23283670763,24492.11987062388,806.8605166555396,1,0.5642198076778845,2620.6558342936078,8,2,41,education,married,4,0,0
21,91231.5175464779,46504.53776654011,497.98022546376086,32,0.48148766267917964,27203.89472212986,7,1,29,personal,divorced,4,0,0
55,82054.12826488473,36165.37961814497,636.5775286449614,34,0.33868674260695664,11302.603475510292,9,3,28,home,single,4,0,0
61,101192.53115855908,16144.075267054499,499.9149533767318,12,0.30202564899224094,19039.4867812344,7,2,52,education,single,0,0,0
44,58007.4542074088,13324.986387589073,352.1001169467855,4,0.2932290526546113,10789.076521646071,4,2,28,home,married,1,0,1
26,142951.08770131774,15366.544854116722,549.4389381265653,4,0.4006234788479125,2853.3152178866785,5,2,58,home,divorced,2,0,0
64,100655.34350162755,16860.375013348283,628.3838274528085,21,0.27961032947226816,21409.09456445928,7,0,39,education,single,0,0,0
33,67343.09332252518,15358.257110030068,524.1268106206793,33,0.21306098559435857,39670.948038559385,2,0,35,education,single,3,0,0
29,83961.58210621888,34632.790123657825,514.8664015730014,0,0.40142145328779144,47645.76719871766,3,2,48,personal,divorced,4,1,0
48,126682.17466522708,10217.007979587786,751.2081826419183,16,0.29535270671378655,31568.795755890606,3,0,46,home,divorced,3,0,0
41,49393.92728763569,22431.13203685823,316.3268447592086,8,0.10706241457191693,20053.01752528335,9,0,39,personal,married,4,0,1
31,65140.27469523125,33127.41078366649,462.571968207066,9,0.11111555678338728,38722.90840381781,2,0,25,education,single,4,0,0
62,111540.96272838664,18088.698827431886,746.4664959574663,14,0.23706830557720918,25755.975188031825,4,1,47,home,single,1,0,0
42,67858.70477786686,7937.347311574611,806.2915817361401,28,0.3562110997534319,19013.393714642418,8,2,46,home,married,2,1,0
51,125100.20182337592,8682.076528068574,526.7647722124556,24,0.27711975383399434,9775.39493509576,1,0,17,car,divorced,0,1,0
20,45654.4184612833,10668.504933710885,788.836833757842,20,0.11202757619377599,40010.36923251581,9,1,49,education,single,0,0,0
41,121522.34045455302,42612.93611906698,409.411567168768,16,0.21157588187662021,25520.863735333816,6,2,32,car,divorced,2,0,0
59,38202.20578206795,34603.85775222364,421.78488732309495,26,0.14820965433730807,48226.38332424209,4,2,39,car,married,4,0,0
26,31511.113520099374,7903.508499394015,765.4052571216419,27,0.5743160006807083,40293.57041708728,5,0,20,home,single,3,0,0
43,137786.82225985947,22598.099561813895,796.79175773734,22,0.2564170378142633,21580.789837971573,7,0,24,personal,single,1,0,0
37,99760.70603187583,17536.332778117954,422.54317237946714,38,0.10738318579774794,37301.652002505405,8,1,27,home,divorced,0,0,0
